#x_pix y_pix magnitude 
8844.0 10472.0 23.158471072753557 
12852.0 3062.0 24.006579906600255 
8200.0 23725.0 20.105074767920687 
6616.0 21168.0 24.348827540670655 
13660.0 8444.0 22.526719332348712 
5789.0 13168.0 19.58262374771597 
22061.0 17274.0 23.087011548384417 
10163.0 7679.0 25.952258085336446 
19000.0 6986.0 19.698798821637585 
17592.0 10198.0 22.96563342463357 
18645.0 18275.0 24.443041965919075 
10927.0 2585.0 19.99679011293638 
20196.0 14075.0 23.100994927292554 
19660.0 3198.0 20.459269525130416 
19633.0 23445.0 22.268381333312185 
6292.0 8347.0 22.869567166093297 
15904.0 13343.0 25.01671251376358 
8965.0 9508.0 19.952830617200775 
17409.0 16667.0 18.638045231447954 
3978.0 19521.0 22.578877030697495 
10793.0 20888.0 22.941059049843236 
2814.0 18129.0 24.116365668697462 
23333.0 15684.0 21.27838092466572 
5853.0 5130.0 24.218455539143775 
11086.0 22155.0 25.27771333892461 
12616.0 22288.0 21.597576906228664 
23204.0 7575.0 21.68490291591587 
7311.0 1593.0 25.445630186041228 
18115.0 18293.0 18.01110401369416 
8282.0 8375.0 19.65784855021988 
16640.0 14121.0 18.080064244850426 
21952.0 11532.0 19.21532129329148 
18091.0 10311.0 24.482103494422034 
10024.0 12182.0 22.747977602097805 
24984.0 14397.0 18.90848304231765 
14097.0 3786.0 23.987372883609996 
12866.0 20251.0 20.843539589906154 
16412.0 12144.0 20.889482880643193 
19097.0 20374.0 19.510061778809 
15553.0 19411.0 25.556505871628133 
9517.0 12649.0 23.88650441156741 
24711.0 18145.0 21.988753784548436 
23051.0 19264.0 18.51014824847246 
4429.0 11824.0 24.65658374176339 
1636.0 18051.0 23.637408764781917 
6384.0 22238.0 18.18637845066761 
17307.0 9093.0 20.368106467657878 
9205.0 13427.0 20.583105411527196 
22201.0 9001.0 23.04650810397841 
16548.0 8831.0 21.983159839316713 
14354.0 2788.0 19.51738780446559 
13051.0 10698.0 21.533089243785316 
15963.0 655.0 25.432850018097035 
23201.0 20901.0 18.017606892492086 
12103.0 19555.0 18.190342997881054 
13234.0 9162.0 24.406013077525987 
14471.0 15869.0 20.380205714942484 
22135.0 19496.0 21.24528114656563 
13185.0 20322.0 24.680850147145144 
23258.0 17895.0 19.905373592712102 
19344.0 13132.0 21.883170257219913 
17536.0 25357.0 24.53339410852138 
19179.0 11076.0 23.97496845338455 
14405.0 24121.0 21.814327238741004 
16365.0 12190.0 20.255780306154175 
12313.0 16608.0 18.856662441018408 
21452.0 11706.0 18.12646301430271 
18306.0 24571.0 19.164786754372106 
15312.0 16935.0 22.492869159361675 
22796.0 17427.0 21.952348757858154 
7407.0 11556.0 20.833007232362245 
17404.0 8097.0 25.876818407268672 
16209.0 10894.0 22.11899299935334 
14765.0 5223.0 21.463715871168795 
8708.0 21027.0 19.76252328860959 
16423.0 19364.0 24.57169105028933 
12368.0 2883.0 18.218088514001266 
16823.0 16319.0 22.957598946209927 
20050.0 13347.0 23.064825658289095 
12093.0 24541.0 25.97346884374567 
12689.0 24527.0 18.90701038550106 
9357.0 4850.0 24.11554555916011 
5470.0 2888.0 23.572079542779043 
11239.0 14625.0 20.11662964671584 
12421.0 23154.0 19.162680312960852 
14831.0 24700.0 20.060766393436566 
18167.0 8014.0 23.730897085828467 
8167.0 13563.0 21.35946596887219 
11884.0 16775.0 21.705249499826923 
7281.0 8134.0 24.395316640461893 
13583.0 6618.0 24.12365808754131 
25026.0 9203.0 20.581815375267706 
11317.0 13415.0 21.010924293705436 
9901.0 23529.0 24.352657611509116 
10612.0 13932.0 21.788685978624024 
26076.0 12512.0 23.28744500694431 
22501.0 11384.0 21.04304048601665 
7161.0 21637.0 20.28983103637094 
8930.0 23029.0 25.87478502303137 
4450.0 11547.0 18.399964902455224 
3925.0 14438.0 25.841772019847387 
20273.0 7198.0 24.356860129432103 
18647.0 25941.0 25.44561568270057 
11282.0 15796.0 22.9091672522643 
10573.0 15560.0 23.472797307820848 
7998.0 20952.0 20.62698305905848 
11282.0 24417.0 22.008018638971073 
18924.0 5723.0 19.015168080609524 
12010.0 21701.0 23.04316021325255 
14468.0 6041.0 23.49846436357239 
9008.0 19961.0 25.03720520577509 
9660.0 24363.0 25.81015957810362 
15582.0 3542.0 23.47866105271845 
12463.0 6646.0 22.216924449624912 
4226.0 7322.0 22.261153664816952 
13722.0 8356.0 24.441428758090908 
12108.0 11693.0 21.266472000622453 
18112.0 10809.0 24.058504223873523 
23282.0 17778.0 21.268418913710907 
21686.0 8084.0 23.52357719472729 
10810.0 17787.0 25.47821350902568 
14291.0 14016.0 18.796012775178482 
17723.0 6549.0 19.318248914684503 
18398.0 9743.0 19.155698743869397 
10863.0 20369.0 18.911609597131527 
16915.0 13613.0 25.900483966116468 
9759.0 12043.0 24.806993573017 
6477.0 9345.0 18.70069973785596 
4233.0 18251.0 22.576597959780756 
4818.0 6783.0 25.284128824079602 
19859.0 14345.0 18.142586302252475 
19956.0 4044.0 25.36761614357466 
1428.0 8867.0 25.631144474876248 
11201.0 19172.0 25.600011407266994 
8802.0 21949.0 19.78467563807922 
24196.0 18176.0 25.64913130202217 
9817.0 20135.0 23.6976585821074 
14213.0 17812.0 22.806475784603997 
15440.0 19887.0 21.758981691754915 
21849.0 18076.0 25.21089891519089 
8703.0 20632.0 19.977379445227275 
4990.0 18992.0 20.2367064943906 
21169.0 22354.0 21.40010289102326 
22901.0 16464.0 21.367375201058934 
5895.0 8089.0 20.893320694532463 
18144.0 2365.0 25.259101649778266 
26556.0 13464.0 20.013113754514336 
23258.0 13947.0 18.54334012767155 
8257.0 13340.0 22.761834248006547 
20842.0 10683.0 18.935725608409886 
17638.0 23869.0 23.570035175864692 
19540.0 19919.0 23.76273891570486 
23502.0 17943.0 20.034237119029136 
25377.0 11610.0 18.607521629330193 
24223.0 7272.0 22.713026933369672 
13807.0 23898.0 23.435445870426257 
14853.0 12341.0 21.45738136984484 
12923.0 12863.0 20.567954948221534 
13743.0 23422.0 20.873274377796545 
13121.0 19459.0 22.26937261128945 
16812.0 18300.0 18.01167796264786 
23763.0 17349.0 19.874759821236967 
6622.0 23160.0 24.42727015954201 
7487.0 14298.0 19.692212366729976 
17092.0 13989.0 25.465356777758853 
12725.0 20050.0 18.272949069485676 
23822.0 18268.0 24.087623870590882 
13113.0 13952.0 18.44853327487943 
4137.0 17442.0 19.32223878504947 
11239.0 11480.0 19.594614086390614 
19861.0 23896.0 24.717334866186125 
17024.0 24555.0 22.127055424926453 
21970.0 21838.0 20.437699713958228 
17032.0 25370.0 21.862400584666318 
2518.0 9934.0 21.35595633313047 
25125.0 15576.0 18.191235852576693 
23143.0 5761.0 23.18717165986102 
19166.0 23678.0 18.209238737478422 
12061.0 2619.0 20.26746373865413 
24470.0 9079.0 18.122303336991603 
18919.0 19674.0 25.945531951542314 
24083.0 14443.0 25.526121084436646 
14989.0 14475.0 24.47265474094632 
3572.0 18111.0 18.157256405841075 
18509.0 15286.0 21.143985101596307 
21726.0 18802.0 25.750701195811722 
6826.0 17686.0 19.820872560278534 
4569.0 16029.0 20.49156630365757 
18467.0 23772.0 18.90189312134035 
18944.0 11078.0 18.152758504602758 
5852.0 8315.0 19.37055044904069 
17788.0 23644.0 20.89648360399562 
4144.0 5110.0 19.148794490251095 
17842.0 22454.0 18.697930434155737 
22608.0 12635.0 19.97831453446987 
14582.0 8267.0 18.796289175445924 
19348.0 4496.0 21.241301164972562 
2940.0 18349.0 25.790745241622027 
14192.0 9291.0 23.68684114270761 
17476.0 19116.0 23.949437913451323 
14042.0 12914.0 20.305381835829323 
25374.0 17369.0 19.553471092063525 
18702.0 4035.0 19.159273436142364 
13813.0 9041.0 18.96335703684894 
24685.0 15239.0 25.737253729070282 
16096.0 15148.0 23.87729725052973 
11298.0 15641.0 22.138378384594883 
16611.0 11064.0 22.806040781765677 
25188.0 10675.0 22.57758038820264 
18257.0 2037.0 19.65207777959383 
8954.0 13832.0 24.58359994272067 
11190.0 5106.0 24.651459461812976 
8461.0 12647.0 23.979113822608667 
14008.0 18451.0 24.259310734748574 
19218.0 24707.0 23.74648553747983 
15531.0 15836.0 23.2490791760588 
14241.0 6797.0 23.01817661621186 
25181.0 8114.0 25.974637689241355 
14794.0 24496.0 23.852432969337272 
24685.0 8730.0 18.660851314647044 
6233.0 3943.0 23.939753062150285 
8408.0 6587.0 18.06557338641501 
6506.0 11072.0 23.803201125879635 
11664.0 12334.0 25.32816466326585 
17075.0 9620.0 19.013527230056507 
6565.0 21708.0 22.040629462610156 
24340.0 14353.0 23.382719158883887 
21258.0 4245.0 24.008429207007747 
7229.0 21664.0 24.94985509265329 
16811.0 18191.0 22.846126422737452 
15523.0 16936.0 21.36201550609957 
23181.0 17258.0 23.071124245601 
7682.0 2448.0 19.801177669170265 
16829.0 21045.0 20.220437883202912 
19882.0 20821.0 23.29880522632783 
2792.0 8148.0 20.796720086304713 
20642.0 9503.0 22.750956929000054 
16173.0 22842.0 21.67266022076803 
10898.0 6348.0 19.768878749973776 
16545.0 20705.0 19.98084778477286 
9343.0 20967.0 21.688890249002533 
3616.0 12132.0 18.551156182818996 
6429.0 21947.0 18.238695110984576 
16970.0 9235.0 24.03041301267638 
7430.0 23861.0 21.38343488765616 
19156.0 13703.0 25.016052845353926 
1640.0 10239.0 20.36294698932283 
20618.0 19335.0 18.315446960776768 
16914.0 1160.0 18.6348484998218 
9367.0 8223.0 24.29888993454423 
4338.0 10126.0 19.809605603344146 
12957.0 20606.0 21.94997164308728 
19811.0 12758.0 25.615846355796972 
13370.0 18810.0 18.008372602514605 
9094.0 7281.0 21.776280496062043 
15939.0 21018.0 25.966232544011113 
16795.0 8982.0 24.1970205626677 
14695.0 14432.0 25.866286222386254 
11369.0 22521.0 23.480494138669037 
17940.0 24411.0 24.84366763759882 
23290.0 20783.0 22.630727984879876 
11670.0 24182.0 24.665265981252283 
17916.0 24929.0 20.180467597577444 
12696.0 15938.0 24.268832994268866 
8118.0 2447.0 25.43618412400447 
2400.0 16500.0 21.387927139979187 
18850.0 8183.0 18.495211658535432 
15558.0 25338.0 19.01513344283094 
15230.0 4688.0 23.207164086696025 
7962.0 19066.0 21.70172434496942 
16773.0 10295.0 21.143419196192216 
12926.0 8918.0 24.688242148872543 
9220.0 635.0 23.67908599904878 
13263.0 7371.0 24.86384803527234 
15681.0 21998.0 18.537700199725375 
22937.0 6378.0 24.60907817506602 
18904.0 10540.0 21.282274072343583 
4124.0 21091.0 19.04631892666199 
5720.0 10408.0 25.81124709203866 
22411.0 7447.0 20.8224846600082 
18991.0 1524.0 22.369672089799707 
19608.0 15712.0 21.854145231599617 
1977.0 19045.0 19.83762256816218 
4766.0 21003.0 23.850763506220478 
8962.0 14896.0 23.00212418532847 
1736.0 16790.0 25.84679251631713 
26261.0 14844.0 21.831745996907316 
14988.0 13448.0 22.311584197920585 
9603.0 15373.0 18.790901205705616 
21415.0 10754.0 20.986471836396593 
11907.0 14856.0 21.816849783717405 
19499.0 10774.0 24.254294619203087 
4812.0 7116.0 22.646752511091307 
25120.0 18283.0 24.748925236142156 
15929.0 13031.0 25.650979857525478 
14742.0 24128.0 21.963071997716554 
14044.0 14874.0 20.264176379628275 
20753.0 14877.0 21.309107416205315 
12264.0 17430.0 19.498504963365797 
19709.0 16673.0 22.67247665045437 
10516.0 7562.0 23.22051048550081 
18621.0 7477.0 23.256372236164882 
11465.0 17339.0 18.42999413713582 
14108.0 10362.0 18.502032750110505 
23066.0 17636.0 18.966726026766196 
15674.0 23725.0 23.844590065131055 
12408.0 12553.0 23.31357139628692 
3628.0 16797.0 18.919843440724918 
3388.0 11432.0 22.128184289386127 
19163.0 24310.0 19.611129682194765 
7480.0 21636.0 21.510264097594444 
11245.0 7668.0 19.90170848586367 
18542.0 4719.0 18.777771245058165 
18193.0 16618.0 20.491654541693848 
10543.0 19498.0 21.482098591218396 
18829.0 15090.0 19.47592552005658 
7787.0 4148.0 19.76177681475683 
10755.0 23785.0 23.648931947706807 
6615.0 5149.0 24.026670623128428 
11667.0 17175.0 21.7176380407956 
11832.0 10839.0 19.65754006088489 
16135.0 12562.0 21.095589497959317 
18380.0 6370.0 18.357464329194357 
10464.0 5705.0 19.929734838111486 
12113.0 15775.0 19.63513178173673 
11112.0 16885.0 24.416646093244093 
19791.0 19572.0 21.312354457095573 
20956.0 15184.0 20.020819486808648 
12734.0 19602.0 19.198072659988554 
11731.0 24414.0 23.51083063805576 
19926.0 17881.0 18.879716993903852 
17374.0 11140.0 18.232294217635626 
1423.0 8364.0 24.710775764439724 
8707.0 16192.0 20.705833381486578 
17729.0 25292.0 24.708921389472035 
9965.0 7768.0 18.419037995219778 
7917.0 18433.0 20.47080304703514 
17366.0 25612.0 19.561135077741124 
11969.0 15714.0 23.20995328457677 
17674.0 2738.0 25.14648448025456 
9302.0 620.0 20.244463757852934 
18826.0 14090.0 25.861928346999672 
7570.0 24019.0 18.552703433997834 
21292.0 8109.0 24.08090545371812 
11965.0 14702.0 25.89053036171437 
22800.0 12653.0 21.262437080360513 
5061.0 7286.0 22.92795537156357 
18653.0 19013.0 19.601379856407412 
6981.0 11497.0 24.282470350758118 
12707.0 17425.0 21.42288153943046 
22734.0 19002.0 19.42731105765724 
18169.0 647.0 23.206648802710333 
6995.0 12830.0 23.03681409726074 
20383.0 16907.0 24.581783135705507 
23539.0 18465.0 22.687225151854122 
22181.0 12603.0 22.557684254237174 
9741.0 15431.0 20.636298577783833 
23858.0 10192.0 24.574558058403063 
19450.0 15263.0 25.95403490121029 
11038.0 21379.0 23.803130195577292 
10828.0 22933.0 20.07247426714641 
18301.0 3952.0 20.74624848737374 
19319.0 4115.0 24.218470597474724 
23888.0 17893.0 20.397610108166113 
22983.0 19337.0 21.342561751015673 
16449.0 5514.0 21.700857560810764 
17773.0 22490.0 24.748097972303576 
11556.0 18046.0 18.065368752440794 
2477.0 9577.0 21.45366642207395 
19867.0 6872.0 25.551871591505627 
12544.0 11162.0 23.20185692474159 
5384.0 3944.0 22.442894202577218 
14765.0 14954.0 25.162459992454156 
12387.0 5120.0 23.33553268143217 
9467.0 23278.0 19.219175582967996 
8828.0 6965.0 20.43106658439407 
18297.0 3355.0 19.162893357435703 
22715.0 18590.0 20.351087610903313 
9221.0 18847.0 25.18110412487878 
23108.0 18011.0 23.403752945771707 
5861.0 11703.0 20.19314869894921 
6699.0 5215.0 20.860794119097363 
16839.0 10268.0 24.362916339794516 
10702.0 3444.0 24.939408613521227 
16727.0 22750.0 23.48636087713467 
5048.0 20239.0 24.04637327136592 
13574.0 4633.0 22.296826886590107 
25259.0 9422.0 24.15649661915377 
10601.0 15276.0 24.416708723297507 
13018.0 12330.0 24.47314693327704 
23392.0 11002.0 24.687360176672325 
14707.0 9351.0 23.229043112089883 
15684.0 22129.0 20.24623496870242 
9257.0 23346.0 22.189091905771466 
2982.0 9613.0 24.49472773928691 
16886.0 9168.0 23.809706366145544 
11146.0 4588.0 19.941708289888382 
24439.0 9814.0 21.34432229898082 
14066.0 24195.0 24.06096349819267 
16036.0 9016.0 19.914944456179963 
22175.0 18740.0 22.376165210536215 
12549.0 21613.0 23.782514349772974 
7931.0 24788.0 19.993136570178084 
9255.0 11830.0 20.629208684815723 
15331.0 21024.0 23.35190182020839 
12970.0 23947.0 24.263806474246312 
16436.0 16064.0 24.27979281851446 
10448.0 3431.0 22.352616925264293 
14498.0 5782.0 22.528372265526045 
7333.0 3763.0 18.751744040973538 
7975.0 5023.0 21.95329240021747 
17364.0 21111.0 25.256937977654562 
22437.0 8210.0 19.76863223842616 
10524.0 7447.0 23.136468270194698 
5715.0 18853.0 18.2082948163588 
12772.0 4263.0 23.998663240235977 
13120.0 3649.0 24.11429572464364 
11758.0 5921.0 24.08545324345933 
21125.0 8366.0 24.864464778696565 
20375.0 22717.0 20.691457994862155 
5555.0 17885.0 20.82695566172692 
22815.0 8019.0 25.306627333238527 
7167.0 18974.0 22.422541739868034 
6578.0 2971.0 25.41658825623854 
5943.0 22508.0 18.8446304423703 
3857.0 17503.0 22.611650091068416 
10814.0 13130.0 23.02865701881517 
10008.0 15416.0 18.74205234921116 
12925.0 22076.0 24.786211400958315 
11162.0 21037.0 25.982771114052035 
13047.0 23979.0 20.295050539668043 
24485.0 11772.0 18.47854856418781 
16724.0 3592.0 19.985009579888498 
21260.0 19350.0 24.033734292362 
15812.0 21022.0 19.94334599936004 
20547.0 3615.0 18.25059980467325 
26193.0 15286.0 22.751819719959013 
18304.0 6297.0 23.319698760711915 
5972.0 13775.0 23.440896417233322 
24865.0 17929.0 25.58275855981608 
11112.0 22733.0 21.711644568274068 
10556.0 16871.0 18.887513050429863 
3860.0 12160.0 24.57542664617421 
7526.0 16572.0 23.87867706085618 
24998.0 15183.0 21.88063251361549 
15146.0 12779.0 24.12781292349487 
13929.0 6007.0 22.43133555184427 
24852.0 9015.0 21.490889499017307 
22887.0 21571.0 24.978316138491515 
21030.0 9354.0 22.682422735954336 
12490.0 12304.0 23.64868854479134 
18791.0 21555.0 24.060469884276678 
12034.0 2491.0 22.358116347523307 
23292.0 11647.0 21.630600117901658 
9961.0 968.0 23.556361722948793 
9791.0 15410.0 23.675691547784787 
13518.0 14610.0 21.904474830582274 
3403.0 10407.0 20.893552104001024 
2554.0 9954.0 21.637376420482973 
16481.0 23420.0 21.634479323491583 
14424.0 24218.0 23.042456730310285 
12390.0 6769.0 24.55540178456593 
21852.0 15794.0 24.807517056059975 
17139.0 6718.0 18.243053476712948 
26369.0 13825.0 19.042761568301923 
19942.0 22359.0 18.264226363390648 
9721.0 8980.0 22.46132904221126 
18686.0 3748.0 19.85148117260315 
6796.0 5005.0 23.57472517468561 
1798.0 7110.0 20.282217846472193 
24870.0 14786.0 24.37776839657896 
9251.0 1820.0 19.58244871698456 
2026.0 16185.0 25.297757350079465 
8106.0 12195.0 20.162955971149835 
14217.0 17027.0 20.591018522477746 
12968.0 16658.0 20.84615989425899 
21666.0 21099.0 18.64604972970615 
20996.0 19585.0 19.561462595639995 
21103.0 5252.0 20.205252319779078 
4039.0 19047.0 20.524998866761877 
18728.0 16123.0 24.90957820343278 
12185.0 11510.0 21.16221827508608 
2767.0 16183.0 20.17241658845978 
7203.0 21369.0 22.78714609963682 
21337.0 20312.0 21.03703077916342 
14932.0 22678.0 18.02039387424683 
17318.0 1525.0 25.285859924627843 
15995.0 4133.0 20.89114884886094 
11832.0 3707.0 19.785261046081118 
21440.0 22328.0 19.700243339639062 
13126.0 17123.0 25.882857564778462 
12743.0 20959.0 21.983575694941507 
12528.0 19395.0 22.83878555376683 
3982.0 17638.0 19.94335817249147 
10852.0 22789.0 23.177613919355426 
20049.0 6818.0 23.741986976997104 
7445.0 24588.0 19.337277863072384 
18891.0 10169.0 19.64734598112296 
20545.0 13295.0 22.00238482128468 
4596.0 20193.0 21.673640192872192 
19019.0 19993.0 20.536033790119635 
6873.0 10041.0 18.320042402255467 
19020.0 8680.0 21.402798835564408 
23468.0 17202.0 22.756395145337443 
26591.0 12124.0 24.64105119279678 
10604.0 2125.0 22.689775655489456 
7980.0 10878.0 24.289036218054374 
21899.0 9531.0 23.943327615803092 
8953.0 1297.0 23.120136639339712 
23218.0 6807.0 23.863461622242284 
25464.0 16813.0 25.841514811759897 
10791.0 18151.0 20.413470325330785 
22953.0 14811.0 23.935372743309298 
23999.0 8744.0 19.737696993870912 
13167.0 12606.0 20.48801998610736 
16482.0 12742.0 20.661857430497708 
16583.0 432.0 18.67402408997705 
23843.0 11834.0 18.533973903502844 
2998.0 12078.0 25.359804193437707 
4974.0 15099.0 24.42125572628109 
22917.0 19663.0 23.984230873663442 
21651.0 17703.0 23.731312784272067 
23382.0 20229.0 25.676881635884477 
4701.0 5264.0 23.571355703138078 
19606.0 12792.0 18.09303691933392 
18619.0 2884.0 18.169518782963905 
1154.0 11545.0 22.222465659070046 
17680.0 2839.0 24.21607209015867 
11677.0 3707.0 23.82252790983582 
13423.0 2972.0 19.6736140634862 
11210.0 5185.0 25.828673502705826 
8203.0 408.0 19.80126596982288 
9328.0 11098.0 18.941862621886415 
3175.0 16928.0 23.073568257540092 
17749.0 13972.0 23.77880530324392 
6121.0 3177.0 18.820708277908317 
20647.0 18120.0 24.79486589631145 
5868.0 20559.0 18.64717560577792 
20912.0 22570.0 19.490548787974625 
15920.0 2732.0 23.601286171125313 
21090.0 15037.0 23.880366065745182 
18910.0 20090.0 24.201345440309503 
14365.0 22649.0 19.349575302648503 
9558.0 15459.0 22.10967339613415 
10538.0 21322.0 18.769915062789867 
10801.0 19447.0 22.80320741127476 
17615.0 24122.0 18.711344592629427 
13611.0 17224.0 18.384199720560147 
11031.0 10801.0 20.996108647196984 
15039.0 6543.0 24.22022633303115 
24405.0 16296.0 22.17399275293881 
8655.0 10486.0 22.809888723499533 
10248.0 17431.0 23.159149139818812 
9977.0 7452.0 19.331429649158633 
19461.0 5771.0 18.36531712269587 
24387.0 11505.0 22.836779726049315 
12975.0 15708.0 20.806745598705312 
16010.0 11415.0 21.275727045629335 
24858.0 13383.0 25.606962881329505 
4937.0 7823.0 24.18704122238084 
10243.0 729.0 25.504957571208507 
20600.0 12840.0 23.949614601666692 
12831.0 8432.0 22.632530992953598 
6418.0 5615.0 20.940546002573473 
7198.0 10890.0 20.43735353715256 
9750.0 2466.0 22.447507422554015 
14036.0 13561.0 24.724718894062793 
12172.0 16320.0 18.5754143368685 
9547.0 9114.0 21.661482118866303 
23905.0 18779.0 20.654548100109174 
13717.0 7014.0 19.312767297564292 
3873.0 20366.0 20.386417330142095 
20193.0 6553.0 22.74549745004479 
4471.0 8260.0 21.39063591524066 
10011.0 7794.0 21.048766649150558 
23243.0 13530.0 19.581523203056406 
4834.0 5178.0 24.915853106251483 
19778.0 12368.0 21.745728724455684 
7166.0 18084.0 25.58259861436441 
4491.0 9027.0 20.604382958915238 
17961.0 12168.0 19.579805833559927 
22188.0 9006.0 23.744535490501754 
15975.0 19681.0 24.67188600687533 
18531.0 13970.0 22.789907658061924 
17090.0 12556.0 18.566331749567546 
12981.0 25609.0 18.6650866644085 
20785.0 19148.0 23.9050514916201 
3448.0 17177.0 19.58915229136001 
9812.0 4162.0 18.800738144628287 
13993.0 3666.0 18.08490602518553 
16470.0 23038.0 21.279272982044173 
14235.0 8737.0 19.38631546669089 
21687.0 9444.0 21.820822411529054 
17284.0 17281.0 19.366366331373786 
6772.0 3978.0 25.01872898534154 
16462.0 22317.0 23.665578286021784 
14297.0 25195.0 18.312761336637564 
21508.0 5467.0 25.354646965629335 
7971.0 5247.0 23.14863803069838 
11831.0 22273.0 25.958603948777245 
13093.0 3351.0 24.797643814639926 
22212.0 15448.0 25.588038155442405 
10382.0 13444.0 22.83983964482935 
17686.0 8304.0 18.688282036945434 
13700.0 19615.0 22.81829733994492 
12852.0 12968.0 23.529514745439773 
13848.0 14625.0 19.062522349219773 
14660.0 10776.0 20.282834625523904 
8745.0 4677.0 25.053218466239834 
20830.0 17371.0 21.430212636886893 
18826.0 8049.0 20.59461425406384 
6067.0 3773.0 19.466949061932816 
6469.0 21752.0 19.47044510065645 
18444.0 21281.0 20.172153923077072 
23852.0 16174.0 21.59188989799656 
10416.0 22455.0 24.81389509418 
18405.0 14502.0 22.516023636929898 
14486.0 18249.0 21.133410239867708 
17958.0 14317.0 22.350060283171807 
14358.0 10605.0 25.035482609430872 
8044.0 2678.0 21.42612625262614 
18559.0 24720.0 25.851766595610897 
6840.0 5703.0 19.32380461553858 
14839.0 19861.0 18.07842965128059 
9538.0 4642.0 20.782658313444248 
7805.0 861.0 22.98963337931976 
5325.0 10590.0 20.28994876398976 
17615.0 12974.0 23.481377087069994 
13515.0 14011.0 24.532522608224436 
13711.0 17153.0 24.597780392895746 
3480.0 10716.0 19.53074262552103 
11233.0 9342.0 19.68455283587364 
5657.0 19568.0 23.52853676138765 
8237.0 1338.0 22.19568498542919 
9430.0 25763.0 21.559135980047394 
15471.0 9042.0 25.55368028425194 
9578.0 2081.0 22.94545656015569 
24752.0 10903.0 22.821267834870625 
18492.0 17996.0 20.44755885992732 
10433.0 9129.0 19.718567566803834 
19410.0 9960.0 22.939764595468432 
17447.0 3597.0 23.272927383923914 
20170.0 19551.0 24.567088391681644 
14937.0 21002.0 18.75704430059676 
24832.0 10430.0 23.406595865723833 
25083.0 8012.0 24.393061344327947 
2982.0 16610.0 23.487510381976158 
7453.0 16000.0 23.39191834595883 
11788.0 19573.0 21.11732050657344 
12104.0 18290.0 22.316201214566075 
15829.0 16727.0 25.74171264219074 
7076.0 22741.0 24.433917396743023 
21794.0 20311.0 21.528237887261678 
23317.0 16273.0 18.15387847635846 
23526.0 15572.0 25.822569894345502 
4509.0 7485.0 21.82089290981076 
13518.0 6669.0 20.271750848870045 
15225.0 19124.0 23.284453016907882 
6164.0 15380.0 23.453138678873312 
5187.0 6193.0 19.713866457025738 
17267.0 25274.0 24.3636021171497 
23979.0 12274.0 25.26789052134889 
13922.0 6779.0 19.579042570548463 
6432.0 14458.0 20.421551230623226 
15760.0 9732.0 21.146530522982086 
7136.0 11577.0 18.008442514033487 
21355.0 23217.0 18.85494439996419 
4657.0 14887.0 24.105055791587283 
17426.0 16155.0 24.997449137868006 
13800.0 14427.0 23.525158359425355 
